"诊疗编码","诊疗名称","险种限制","机构限制","就医限制","专科限制","性别限制","年龄限制","疾病限制","人次限制","次数限制","数量限制","额度限制","疗程限制","领域标识"
"004500000100000","小儿捏脊治疗","","","","","","小儿","",,1,,,20,"中医治疗"
"001201000080200","新生儿特殊护理(抚触)","","","","","","新生儿","",,,,,,"护理"
"003104010270000","定向条件反射测定","","","","","","小儿","",,1,,,,"一般诊疗"
"001301000010000","婴幼儿健康体检","","","","","","小儿","",,,,,,"一般诊疗"
"002600000180000","红细胞系统血型抗体致新生儿溶血病检测","","","","","","新生儿","",,,,,,"化验"
"003112020060000","新生儿洗胃","","","","","","新生儿","",,,,,,"一般诊疗"
"332507009040000","新生儿疾病筛查26项检测","","","","","","新生儿","",,,,,,"化验"
"001102000000200","诊查费(儿童营养评估)","","","","","","小儿","",,,,,,"一般诊疗"
"001201000080500","新生儿特殊护理(药浴)","","","","","","新生儿","",,,,,,"护理"
"003103000560000","眼底检查","","","","","","小儿","",,,,,,"眼科"
"004500000130000","小儿斜颈推拿治疗","","","","","","小儿","",,,,,,"中医治疗"
"003112020120000","新生儿辐射抢救治疗","","","","","","新生儿","",,,24,,,"一般诊疗"
"001201000080000","新生儿特殊护理","","","","","","新生儿","",,,,,,"护理"
"001302000010000","儿童龋齿预防保健","","","","","","小儿","",,,,,,"一般诊疗"
"001201000070000","新生儿护理","","","","","","新生儿","",,1,,,,"护理"
"003111000010000","小儿包茎气囊导管扩张术","","","","","","小儿","",,,,,,"口腔"
"003115010012500","精神科A类量表测查(阿成贝切(Achenbach)儿童行为量表)","","","","","","小儿","",,,,,,"精神治疗"
"003112020130000","新生儿囟门穿刺术","","","","","","新生儿","",,,,,,"一般诊疗"
"001204000020100","小儿末梢采血","","","","","","小儿","",,,,,,"护理"
"001201000080600","新生儿特殊护理(油浴)","","","","","","新生儿","",,,,,,"护理"
"003307030150100","小儿鸡胸矫正术(胸骨抬举固定)","","","","","","小儿","",,,,,,"一般诊疗"
"003103000020000","特殊视力检查","","","","","","小儿","",,1,,,,"眼科"
"003306090140000","套筒冠设计安装","","","","","","小儿","",,,,,,"一般诊疗"
"003307030150300","小儿鸡胸矫正术(小儿漏斗胸矫正术)","","","","","","小儿","",,,,,,"一般诊疗"
"001201000080300","新生儿特殊护理(肛管排气)","","","","","","新生儿","",,,,,,"护理"
"002502020390000","新生儿溶血症筛查","","","","","","新生儿","",,,,,,"化验"
"003112020110000","新生儿经皮胆红素测定","","","","","","新生儿","",,,,,,"一般诊疗"
"003307030150200","小儿鸡胸矫正术(胸骨翻转缝合松解粘连带)","","","","","","小儿","",,,,,,"一般诊疗"
"003105120040100","儿童前牙树脂冠修复(树脂冠修复前牙大面积牙体缺损(外伤及龋患))","","","","","","小儿","",,,,,,"口腔"
"003310030050000","小儿原发性肠套叠手术复位","","","","","","小儿","",,,,,,"一般诊疗"
"003307030150000","小儿鸡胸矫正术","","","","","","小儿","",,,,,,"一般诊疗"
"003112020010000","新生儿暖箱","","","","","","新生儿","",,1,,,,"一般诊疗"
"333000000000000","新生儿出生记录","","","","","","新生儿","",,,,,,"一般诊疗"
"003115010012100","精神科A类量表测查(小学生推理能力测定)","","","","","","小儿","",,,,,,"精神治疗"
"003112020140000","新生儿量表检查","","","","","","新生儿","",,,,,,"精神治疗"
"003105120040000","儿童前牙树脂冠修复","","","","","","小儿","",,,,,,"口腔"
"003103000020100","特殊视力检查(儿童图形视力表)","","","","","","小儿","",,,,,,"眼科"
"003112020070200","新生儿监护(心电、呼吸、血压监护)","","","","","","新生儿","",,,,,,"监测"
"332507009030000","新生儿疾病筛查2项检测","","","","","","新生儿","",,,,,,"化验"
"003302010600500","立体定向脑深部核团毁损术(细胞刀治疗)","","","","","","","(帕金森|舞蹈病|扭转痉挛|癫痫)",,,,,,"一般诊疗"
"002302000240000","局部淋巴显象","","","","","","","(淋巴管漏)",,1,,,,"放射"
"003106010060000","强迫振荡肺功能检查","","","","","","","(阻塞性肺|气道阻塞)",,,,,,"一般诊疗"
"003202000070000","经皮动脉栓塞术","","","","","","","(畸形|肿瘤)",,,,,,"介入治疗"
"003315040080000","股骨头坏死病灶刮除植骨术","","","","","","","(股骨头坏死)",,,,,,"骨科"
"003401000100300","中频脉冲电治疗(动态干扰电治疗)","","","","","","","(面瘫)",,1,2,,20,"物理治疗"
"003110000140000","肾盂测压","","","","","","","(尿路梗阻)",,,1,,,"泌尿"
"004400000060000","游走罐","","","","","","","(损伤|挫伤)",,,,,20,"中医治疗"
"003106020050000","持续呼吸功能检测","","","","","","","(呼吸衰竭)",,,24,,,"监测"
"003202000090000","经皮动脉内球囊扩张术","","","","","","","(狭窄)",,,,,,"介入治疗"
"003114000160000","红光治疗","","","","","","","(疖|皮肤溃疡|带状疱疹|神经痛)",,,,,,"物理治疗"
"003316030390100","手烧伤扩创胸皮瓣修复术(腹皮瓣修复术)","","","","","","","(烧伤)",,,,,,"骨科"
"003202000010200","经股动脉置管腹主动脉带簿网支架置入术(假性动脉瘤)","","","","","","","(主动脉瘤|动静脉瘘)",,,,,,"介入治疗"
"003401000100000","中频脉冲电治疗","","","","","","","(面瘫)",,1,2,,20,"物理治疗"
"003401000100100","中频脉冲电治疗(音频电治疗)","","","","","","","(面瘫)",,1,2,,20,"物理治疗"
"003110000100000","血液灌流","","","","","","","(中毒)",3,,,,,"透析"
"002306000010000","131碘-甲亢治疗","","","","","","","(甲状腺功能亢进|甲亢|突眼)",,,,,,"放射"
"003316030220100","切(削)痂自体微粒皮移植术(自体皮浆移植)","","","","","","","(烧伤)",,,10,,,"骨科"
"003205000090000","经皮主动脉气囊反搏动术(IABP)","","","","","","","(心源性休克)",,,24,,,"介入治疗"
"003110000230000","经输尿管镜肿瘤切除术","","","","","","","(肿瘤|息肉)",,,,,,"泌尿"
"003316030220000","切(削)痂自体微粒皮移植术","","","","","","","(烧伤)",,,10,,,"骨科"
"003315030140000","灭活再植或异体半关节移植术","","","","","","","(半髁)",,,,,,"骨科"
"003110000060000","血液透析","","","","","","","(肾功能衰竭|尿毒症|多器官衰竭|中毒)",,,,,,"透析"
"004500000080600","内科妇科疾病推拿治疗(失眠)","","","","","","","(失眠|便秘|腹泻)",10,,,,20,"中医治疗"
"002303000040000","肾上腺髓质断层显象","","","","","","","(嗜铬细胞)",,,,,,"放射"
"003114000040000","皮肤直接免疫荧光检查","","","","","","","(红斑狼疮|皮肌炎|硬皮病)",,,,,,"一般诊疗"
"003316030370000","手背切削痂植皮术","","","","","","","(烧伤)",,,2,,,"骨科"
"002504040170000","恶性肿瘤特异生长因子(TSGF)测定","","","","","","","(放疗|化疗)",,,,,,"化验"
"003106060010000","经内镜胸部肿瘤特殊治疗","","","","","","","(肿瘤|癌)",,,,,,"一般诊疗"
"002403000120000","全身X线照射","","","","","","","(骨髓移植|骨转移|淋巴瘤)",1,,,,,"放射"
"003106010050000","残气容积测定","","","","","","","(阻塞性肺|气道阻塞)",,,,,,"一般诊疗"
"002403000080000","伽马刀治疗","","","","","","","(瘤|癌)",1,,,33000,,"放射"
"004200000080000","关节错缝术","","","","","","","(关节错位)",,,,,,"中医治疗"
"003106040020000","睡眠呼吸监测过筛试验","","","","","","","(呼吸窘迫)",,,,,,"一般诊疗"
"003310050100000","开腹恶性肿瘤特殊治疗","","","","","","","(肿瘤|癌)",,,,,,"普外"
"003108000220000","自体骨髓或外周血干细胞支持治疗","","","","","","","(化疗|骨髓抑制)",,,,,,"一般诊疗"
"003202000010100","经股动脉置管腹主动脉带簿网支架置入术(腹主动脉瘤)","","","","","","","(动脉瘤|动静脉瘘)",,,,,,"介入治疗"
"003316030360000","全手切削痂植皮术","","","","","","","(烧伤)",,,2,,,"骨科"
"002302000580000","亲肿瘤局部显象","","","","","","","(瘤|癌)",,1,,,,"放射"
"003112010200200","妇科特殊治疗(微波)","","","","","","","(宫颈炎|赘生物)",,1,,,,"妇科"
"003401000080100","直流电治疗(单纯直流电治疗)","","","","","","","(肌肉瘫痪|偏瘫)",,1,2,,20,"物理治疗"
"002306000050000","32磷-胶体腔内治疗","","","","","","","(胶质瘤)",,,,,,"放射"
"003315010470200","强直性脊柱炎多椎截骨矫正术(先天性脊柱畸形截骨矫正术)","","","","","","","(强直性脊柱炎)",,,,,,"骨科"
"003108000200200","骨髓移植术(自体基因)","","","","","","","(肿瘤|再生障碍性贫血)",,,,,,"一般诊疗"
"003108000230200","脐血移植术(自体基因)","","","","","","","(肿瘤|再生障碍性贫血)",,,,,,"一般诊疗"
"002403000130000","全身电子线照射","","","","","","","(淋巴瘤)",1,,,,,"放射"
"003106070020000","单人舱治疗","","","","","","","(缺氧性|脑外伤|突发性耳聋|放射性脑病|气体中毒|潜水病)",,,,,,"一般诊疗"
"003308010090000","主动脉瓣置换术","","","","","","","(主动脉瓣)",,,,,,"心胸"
"003110000030000","腹膜透析换液","","","","","","","(肾功能衰竭|尿毒症|多器官衰竭|中毒)",,1,,,,"透析"
"002504050030000","食入物变应原筛查","","","","","","","(过敏性|荨麻疹|湿疹样)",,1,,,,"化验"
"003106040010000","睡眠呼吸监测","","","","","","","(呼吸窘迫)",,1,,,,"监测"
"003401000090000","低频脉冲治疗","","","","","","","(颈|肩|腰)",,1,2,,20,"物理治疗"
"002306000090000","89锶-骨转移瘤治疗","","","","","","","(转移瘤)",2,,,,,"放射"
"002507000030000","血高分辨染色体检查","","","","","","","(肿瘤|癌)",,,,,,"化验"
"002407000010000","深部热疗","","","","","","","(肺癌|胃癌|肠癌|肝癌|转移)",1,,,,,"放射"
"003302010600000","立体定向脑深部核团毁损术","","","","","","","(帕金森|舞蹈病|扭转痉挛|癫痫)",,,,,,"一般诊疗"
"003106070010000","高压氧舱治疗","","","","","","","(缺氧性|脑外伤|突发性耳聋|放射性脑病|气体中毒|潜水病)",,,,,,"一般诊疗"
"002302000340001","消化道出血显像(1小时后延迟显像加收)","","","","","","","(消化道出血)",,,,,,"放射"
"003104030160000","咽部特殊治疗","","","","","","","(鼻衄|血管瘤|粘连|孔闭锁)",,,,,,"耳鼻喉"
"002302000080000","甲状腺有效半衰期测定","","","","","","","(甲状腺机能亢进|甲状腺机能减退)",,,,,,"放射"
"003107010210000","动态血压监测","","","","","","","(高血压)",,1,,,,"监测"
"002302000260000","肺通气显象","","","","","","","(肺梗塞)",,1,,,,"放射"
"002503100240000","尿儿茶酚胺测定","","","","","","","(嗜咯细胞瘤)",,,,,,"化验"
"003108000080000","血浆置换术","","","","","","","(红斑狼疮|贫血|尿毒症|血小板减少性紫癜|重症肌无力|神经根神经炎|移植|排异|多器官衰竭|中毒)",7,,,,,"一般诊疗"
"003103000800000","视网膜激光光凝术","","","","","","","(视网膜干性裂孔|视网膜病变)",,,,,,"眼科"
"002302000250000","肺灌注显象","","","","","","","(肺梗塞)",,1,,,,"放射"
"004300000140000","针刺运动疗法","","","","","","","(中风|偏瘫|落枕|腰扭伤)",,,,,20,"中医治疗"
"003110000080000","血液透析滤过","","","","","","","(肾功能衰竭|尿毒症|多器官衰竭|中毒)",7,,,,,"透析"
"002306000030000","131碘-甲状腺癌转移灶治疗","","","","","","","(甲状腺癌)",,,,,,"放射"
"002302000270000","唾液腺静态显象","","","","","","","(干燥综合征)",,,,,,"放射"
"004500000060100","腰椎间盘突出推拿治疗(腰部疾病)","","","","","","","(椎间盘突出)",,1,,,20,"中医治疗"
"003401000080400","直流电治疗(电化学疗法)","","","","","","","(肌肉瘫痪|偏瘫)",,1,2,,20,"物理治疗"
"004700000110000","中药直肠滴入治疗","","","","","","","(结肠炎|直肠炎|盆腔炎)",,,,,20,"中医治疗"
"003401000230200","牵引(颈椎电动牵引)","","","","","","","(颈|腰)",,1,,,20,"物理治疗"
"003114000360200","氦氖(He-Ne)激光照射治疗(疖肿)","","","","","","","(疖|皮肤溃疡|带状疱疹|神经痛)",,1,,,,"物理治疗"
"002403000110000","全身60钴照射","","","","","","","(骨髓移植|骨转移|淋巴瘤)",1,,,,,"放射"
"002504050040000","特殊变应原(多价变应原)筛查","","","","","","","(过敏性|荨麻疹|湿疹样)",,1,,,,"化验"
"003114000360100","氦氖(He-Ne)激光照射治疗(过敏性疾患)","","","","","","","(疖|溃疡|带状疱疹)",,1,,,,"物理治疗"
"003108000230100","脐血移植术(异体基因)","","","","","","","(肿瘤|再生障碍性贫血)",,,,,,"一般诊疗"
"003310050100000","开腹恶性肿瘤特殊治疗","","","","","","","(瘤|癌)",,,,,,"普外"
"004500000080400","内科妇科疾病推拿治疗(腹泻)","","","","","","","(失眠|便秘|腹泻)",10,,,,20,"中医治疗"
"003202000010000","经股动脉置管腹主动脉带簿网支架置入术","","","","","","","(主动脉瘤|动静脉瘘)",,,,,,"介入治疗"
"002303000030000","18氟－脱氧葡萄糖断层显象","","","","","","","(瘤|癌)",,,,,,"放射"
"004100000020000","中药化腐清创术","","","","","","","(脓肿|溃疡)",,,,,20,"中医治疗"
"003114000170000","白癜风皮肤移植术","","","","","","","(白癜风)",,,,,,"物理治疗"
"003316030270000","异体皮移植术","","","","","","","(烧伤)",,,10,,,"骨科"
"002302000340000","消化道出血显象","","","","","","","(消化道出血)",,,,,,"放射"
"002302000370000","肝血池显象","","","","","","","(狭窄|闭塞|扩张)",,1,,,,"放射"
"003112010200400","妇科特殊治疗(冷冻)","","","","","","","(宫颈炎|赘生物)",,1,,,,"妇科"
"002302000280000","唾液腺动态显象","","","","","","","(干燥综合征)",,,,,,"放射"
"003112010200000","妇科特殊治疗","","","","","","","(宫颈炎|赘生物)",,1,,,,"妇科"
"002507000050000","脐血染色体检查","","","","","","","(肿瘤|癌)",,,,,,"化验"
"003110000050000","腹膜平衡试验","","","","","","","(肾功能衰竭|尿毒症|多器官衰竭|中毒)",10,1,,,,"透析"
"003110000010000","腹膜透析置管术","","","","","","","(肾功能衰竭|尿毒症|多器官衰竭|中毒)",,,,,,"透析"
"003306040280000","睡眠呼吸暂停综合症射频温控消融治疗术","","","","","","","(呼吸窘迫综合征)",,,,,,"一般诊疗"
"003110000110200","连续性血液净化(机器法)","","","","","","","(肾功能衰竭|尿毒症|多器官衰竭|中毒)",14,,,,,"透析"
"002507000140000","培养细胞的染色体分析","","","","","","","(肿瘤|癌)",,,,,,"化验"
"003109050230000","人工肝治疗","","","","","","","(肝衰竭)",4,,,,,"透析"
"003201000060000","经皮静脉内球囊扩张+支架置入术","","","","","","","(肾静脉胡桃夹症|布加氏综合症)",,,,,,"介入治疗"
"003205000160000","肥厚型心肌病化学消融术","","","","","","","(心肌病)",,,,,,"介入治疗"
"003106050080000","经纤支镜特殊治疗","","","","","","","(肿瘤|溃疡|瘘管)",,,,,,"一般诊疗"
"003401000100500","中频脉冲电治疗(调制中频电治疗)","","","","","","","(面瘫)",,1,2,,20,"物理治疗"
"003401000090500","低频脉冲治疗(功能性电刺激治疗)","","","","","","","(颈|肩|腰)",,1,2,,20,"物理治疗"
"003104010300000","真耳分析","","","","","","","(耳聋|听力障碍)",2,,,,,"耳鼻喉"
"003316030480000","烧伤瘢痕切除松解植皮术","","","","","","","(烧伤|瘢疤)",,,,,,"骨科"
"003401000080200","直流电治疗(直流电药物离子导入治疗)","","","","","","","(肌肉瘫痪|偏瘫)",,1,2,,20,"物理治疗"
"004700000050000","小针刀治疗","","","","","","","(损伤|挫伤)",,,3,,20,"中医治疗"
"003401000090200","低频脉冲治疗(神经肌肉电刺激治疗)","","","","","","","(颈|肩|腰)",,1,2,,20,"物理治疗"
"003401000100600","中频脉冲电治疗(电脑中频电治疗)","","","","","","","(面瘫)",,1,2,,20,"物理治疗"
"002403000150000","适型调强放射治疗(IMRT)","","","","","","","(瘤|癌)",,,,20000,,"放射"
"003401000090300","低频脉冲治疗(间动电疗)","","","","","","","(颈|肩|腰)",,1,2,,20,"物理治疗"
"003401000100400","中频脉冲电治疗(立体动态干扰电治疗)","","","","","","","(面瘫)",,1,2,,20,"物理治疗"
"003106010100000","支气管激发试验","","","","","","","(哮喘)",,,,,,"一般诊疗"
"003112010200100","妇科特殊治疗(激光)","","","","","","","(宫颈炎|赘生物)",,1,,,,"妇科"
"003108000210100","外周血干细胞移植术(异体基因)","","","","","","","(肿瘤|再生障碍性贫血)",,,,,,"一般诊疗"
"002302000230000","下肢深静脉显象","","","","","","","(血栓|栓塞)",,,,,,"放射"
"003401000090600","低频脉冲治疗(温热电脉冲治疗)","","","","","","","(颈|肩|腰)",,1,2,,20,"物理治疗"
"002507000120000","脱氧核糖核酸(DNA)倍体分析","","","","","","","(肿瘤|癌)",,,,,,"化验"
"003110000010100","腹膜透析管(拔管术)","","","","","","","(肾功能衰竭|尿毒症|多器官衰竭|中毒)",,,,,,"透析"
"003401000100300","中频脉冲电治疗(动态干扰电治疗)","","","","","","","(烧伤)",,1,2,,20,"物理治疗"
"003104020150000","鼻窦冲洗","","","","","","","(鼻窦炎)",,,,,,"耳鼻喉"
"003110000350000","经膀胱镜尿道镜特殊治疗","","","","","","","(出血)",,,,,,"泌尿"
"002403000060000","直线加速器适型治疗","","","","","","","(肿瘤|癌)",1,,,,,"放射"
"003106060010200","经内镜胸部肿瘤特殊治疗(电凝)","","","","","","","(肿瘤|癌)",,,,,,"一般诊疗"
"003110000070000","血液滤过","","","","","","","(肾功能衰竭|尿毒症|多器官衰竭|中毒)",,,,,,"透析"
"003316030210000","异体皮打洞嵌植自体皮术","","","","","","","(烧伤)",,,10,,,"骨科"
"003315010470400","强直性脊柱炎多椎截骨矫正术(TB性脊柱畸形截骨矫正术)","","","","","","","(强直性脊柱炎)",,,,,,"骨科"
"002407000020100","高强度超声聚焦刀治疗(各种实体性恶性肿瘤治疗)","","","","","","","(肿瘤|癌)",1,,,,,"放射"
"003401000230000","牵引","","","","","","","(颈|腰)",,1,,,20,"物理治疗"
"003401000090400","低频脉冲治疗(经皮神经电刺激治疗)","","","","","","","(颈|肩|腰)",,1,2,,20,"物理治疗"
"003401000240200","气压治疗(肢体正压治疗)","","","","","","","(肩手综合征|水肿|血栓)",,1,2,,20,"物理治疗"
"003401000110000","共鸣火花治疗","","","","","","","(颈|肩|腰)",,,,,20,"物理治疗"
"003202000100000","经皮动脉支架置入术","","","","","","","(狭窄)",,,,,,"介入治疗"
"003401000090100","低频脉冲治疗(感应电治疗)","","","","","","","(颈|肩|腰)",,1,2,,20,"物理治疗"
"003104030160000","咽部特殊治疗","","","","","","","(血管瘤|乳头状瘤)",,,,,,"耳鼻喉"
"004700000080000","药线引流治疗","","","","","","","(脓肿|瘘管|窦道)",,,,,20,"中医治疗"
"002507000010000","外周血细胞染色体检查","","","","","","","(肿瘤|癌)",,,,,,"化验"
"003401000080300","直流电治疗(直流电水浴治疗、(单、双、四槽浴))","","","","","","","(肌肉瘫痪|偏瘫)",,1,2,,20,"物理治疗"
"003108000200100","骨髓移植术(异体基因)","","","","","","","(肿瘤|再生障碍性贫血)",,,,,,"一般诊疗"
"003114000150000","黑光治疗(PUVA治疗)","","","","","","","(银屑病|过敏性皮肤病|色素性皮肤病)",,1,,,,"物理治疗"
"003401000230100","牵引(颈椎土法牵引)","","","","","","","(颈|腰)",,1,,,20,"物理治疗"
"003316040010000","瘢痕畸形矫正术","","","","","","","(烧伤|瘢疤)",,,,,,"骨科"
"003401000090700","低频脉冲治疗(微机功能性电刺激治疗)","","","","","","","(颈|肩|腰)",,1,2,,20,"物理治疗"
"003401000090800","低频脉冲治疗(银棘状刺激疗法(SSP))","","","","","","","(颈|肩|腰)",,1,2,,20,"物理治疗"
"003103000430000","角膜知觉检查","","","","","","","(角膜病)",,1,,,,"眼科"
"002504050020000","吸入物变应原筛查","","","","","","","(过敏性|荨麻疹|湿疹样)",,1,,,,"化验"
"003401000100200","中频脉冲电治疗(干扰电治疗)","","","","","","","(面瘫)",,1,2,,20,"物理治疗"
"003114000010000","变应原皮内试验","","","","","","","(荨麻疹|湿疹|皮炎)",,,,,,"一般诊疗"
"004500000030100","肩周炎推拿治疗(肩周疾病)","","","","","","","(肩周炎)",,1,,,20,"中医治疗"
"003316030250000","烧伤肉芽创面扩创植皮术","","","","","","","(烧伤)",,,10,,,"骨科"
"003316030390000","手烧伤扩创胸皮瓣修复术","","","","","","","(烧伤)",,,,,,"骨科"
"004500000080300","内科妇科疾病推拿治疗(便秘)","","","","","","","(失眠|便秘|腹泻)",10,,,,20,"中医治疗"
"002304000070000","肿瘤全身断层显象","","","","","","","(瘤|癌)",,,,,,"放射"
"003108000190000","配型不合异基因骨髓移植T细胞去除术","","","","","","","(肿瘤|再生障碍性贫血)",,,,,,"一般诊疗"
"003108000050001","血细胞分离单采(每增加循环量1000ml加收)","","","","","","","(骨髓瘤|白血病|红细胞增多症|血小板增多症)",,,,,,"一般诊疗"
"003114000480000","烧伤大型远红外线治疗机治疗","","","","","","","(烧伤)",,,,,,"物理治疗"
"004300000210000","放血疗法","","","","","","","(发烧|麦粒肿|腰扭伤|扁桃体炎|结膜炎)",,,20,,20,"中医治疗"
"003114000360300","氦氖(He-Ne)激光照射治疗(血管内照射)","","","","","","","(疖|皮肤溃疡|带状疱疹|神经痛)",,1,,,,"物理治疗"
"003103000970000","肉毒杆菌素眼外肌注射","","","","","","","(眼睑痉挛|麻痹性斜视|上睑后退)",,,,,,"眼科"
"002503100250000","尿香草苦杏仁酸(VMA)测定","","","","","","","(嗜咯细胞瘤)",,,,,,"化验"
"003104020250000","鼻部特殊治疗","","","","","","","(鼻衄|血管瘤|粘连|孔闭锁)",,1,,,,"耳鼻喉"
"003108000210200","外周血干细胞移植术(自体基因)","","","","","","","(肿瘤|再生障碍性贫血)",,,,,,"一般诊疗"
"003106060010100","经内镜胸部肿瘤特殊治疗(激光)","","","","","","","(肿瘤|癌)",,,,,,"一般诊疗"
"003316030380000","手烧伤扩创交臂皮瓣修复术","","","","","","","(烧伤)",,,,,,"骨科"
"002302000110000","甲状旁腺显象","","","","","","","(甲状旁腺腺瘤)",,,,,,"放射"
"004300000070000","头皮针","","","","","","","(中风)",,,,,20,"中医治疗"
"002302000180000","平衡法负荷门控心室显象","","","","","","","(功能不全|衰竭)",,1,,,,"放射"
"003112010200300","妇科特殊治疗(电熨)","","","","","","","(宫颈炎|赘生物)",,1,,,,"妇科"
"003110000040000","腹膜透析换管","","","","","","","(肾功能衰竭|尿毒症|多器官衰竭|中毒)",,,,,,"透析"
"003316030350000","手部扩创延期植皮术","","","","","","","(烧伤)",,,2,,,"骨科"
"003401000240100","气压治疗(肢体气压治疗)","","","","","","","(肩手综合征|水肿|血栓)",,1,2,,20,"物理治疗"
"003114000320000","脉冲激光治疗","","","","","","","(疖|溃疡|带状疱疹)",,1,,,,"物理治疗"
"002402000030100","专用X线机复杂模拟定位(CT模拟机定位)","","","","","","","",1,,,,,"放射"
"002402000020000","专用X线机模拟定位","","","","","","","",1,,,,,"放射"
"00250309003","叶酸测定","","","","","","","",1,,,,,"化验"
"002402000030000","专用X线机复杂模拟定位","","","","","","","",1,,,,,"放射"
"002402000010300","简易定位(CT简易模拟定位)","","","","","","","",1,,,,,"放射"
"002402000010200","简易定位(B超简易模拟定位)","","","","","","","",1,,,,,"放射"
"002403000070000","X刀治疗","","","","","","","",1,,,,,"放射"
"00250403053","梅毒螺旋体特异抗体测定","","","","","","","",1,,,,,"化验"
"003104010500000","耳石复位治疗","","","","","","","",24,,,,,"耳鼻喉"
"003104020040000","鼻内镜手术后检查处理","","","","","","","",3,,,,,"耳鼻喉"
"00250404005","总前列腺特异性抗原测定","","","","","","","",1,,,,,"化验"
"00230200055","骨密度测定","","","","","","","",1,,,,,"放射"
"002401000030000","计算机治疗计划系统(TPS)","","","","","","","",1,,,,,"放射"
"00340200016","记忆广度检查","","","","","","","",3,,,,,"康复治疗"
"002402000010000","简易定位","","","","","","","",1,,,,,"放射"
"002401000050000","放射治疗的适时监控","","","","","","","",1,,,,,"放射"
"003104010280000","助听器选配试验","","","","","","","",2,,,,,"耳鼻喉"
"00340200019","人体残伤测定","","","","","","","",1,,,,,"康复治疗"
"002401000020000","人工制定治疗计划(复杂)","","","","","","","",1,,,,,"放射"
"00311502004","首诊精神病检查","","","","","","","",1,,,,,"精神治疗"
"002401000010000","人工制定治疗计划(简单)","","","","","","","",1,,,,,"放射"
"002402000010100","简易定位(X线机简易模拟定位)","","","","","","","",1,,,,,"放射"
"00250404002","甲胎蛋白测定","","","","","","","",1,,,,,"化验"
"002401000040000","特定计算机治疗计划系统","","","","","","","",1,,,,,"放射"
"00250403014","丙型肝炎抗体测定","","","","","","","",1,,,,,"化验"
